  0.00000000E+00 -0.25629583E+01
  0.12469216E-02 -0.25629417E+01
  0.24938431E-02 -0.25629095E+01
  0.37407647E-02 -0.25628640E+01
  0.49876863E-02 -0.25628002E+01
  0.62346079E-02 -0.25627183E+01
  0.74815294E-02 -0.25626183E+01
  0.87284510E-02 -0.25625000E+01
  0.99753726E-02 -0.25623637E+01
  0.11222294E-01 -0.25622092E+01
  0.12469216E-01 -0.25620367E+01
  0.13716137E-01 -0.25618461E+01
  0.14963059E-01 -0.25616375E+01
  0.16209980E-01 -0.25614109E+01
  0.17456902E-01 -0.25611665E+01
  0.18703824E-01 -0.25609041E+01
  0.19950745E-01 -0.25606239E+01
  0.21197667E-01 -0.25603259E+01
  0.22444588E-01 -0.25600102E+01
  0.23691510E-01 -0.25596769E+01
  0.24938431E-01 -0.25593259E+01
  0.26185353E-01 -0.25589574E+01
  0.27432275E-01 -0.25585714E+01
  0.28679196E-01 -0.25581679E+01
  0.29926118E-01 -0.25577472E+01
  0.31173039E-01 -0.25573092E+01
  0.32419961E-01 -0.25568540E+01
  0.33666882E-01 -0.25563817E+01
  0.34913804E-01 -0.25558923E+01
  0.36160726E-01 -0.25553861E+01
  0.37407647E-01 -0.25548629E+01
  0.38654569E-01 -0.25543230E+01
  0.39901490E-01 -0.25537665E+01
  0.41148412E-01 -0.25531933E+01
  0.42395333E-01 -0.25526036E+01
  0.43642255E-01 -0.25519976E+01
  0.44889177E-01 -0.25513753E+01
  0.46136098E-01 -0.25507367E+01
  0.47383020E-01 -0.25500821E+01
  0.48629941E-01 -0.25494115E+01
  0.49876863E-01 -0.25487250E+01
  0.51123784E-01 -0.25480227E+01
  0.52370706E-01 -0.25473047E+01
  0.53617628E-01 -0.25465712E+01
  0.54864549E-01 -0.25458222E+01
  0.56111471E-01 -0.25450579E+01
  0.57358392E-01 -0.25442784E+01
  0.58605314E-01 -0.25434837E+01
  0.59852235E-01 -0.25426740E+01
  0.61099157E-01 -0.25418495E+01
  0.62346079E-01 -0.25410101E+01
  0.63593000E-01 -0.25401561E+01
  0.64839922E-01 -0.25392876E+01
  0.66086843E-01 -0.25384046E+01
  0.67333765E-01 -0.25375073E+01
  0.68580686E-01 -0.25365958E+01
  0.69827608E-01 -0.25356702E+01
  0.71074530E-01 -0.25347307E+01
  0.72321451E-01 -0.25337773E+01
  0.73568373E-01 -0.25328102E+01
  0.74815294E-01 -0.25318294E+01
  0.76062216E-01 -0.25308352E+01
  0.77309137E-01 -0.25298276E+01
  0.78556059E-01 -0.25288067E+01
  0.79802981E-01 -0.25277726E+01
  0.81049902E-01 -0.25267255E+01
  0.82296824E-01 -0.25256655E+01
  0.83543745E-01 -0.25245927E+01
  0.84790667E-01 -0.25235072E+01
  0.86037588E-01 -0.25224091E+01
  0.87284510E-01 -0.25212985E+01
  0.88531432E-01 -0.25201756E+01
  0.89778353E-01 -0.25190404E+01
  0.91025275E-01 -0.25178930E+01
  0.92272196E-01 -0.25167337E+01
  0.93519118E-01 -0.25155623E+01
  0.94766039E-01 -0.25143792E+01
  0.96012961E-01 -0.25131844E+01
  0.97259883E-01 -0.25119779E+01
  0.98506804E-01 -0.25107599E+01
  0.99753726E-01 -0.25095305E+01
  0.10100065E+00 -0.25082898E+01
  0.10224757E+00 -0.25070379E+01
  0.10349449E+00 -0.25057749E+01
  0.10474141E+00 -0.25045009E+01
  0.10598833E+00 -0.25032159E+01
  0.10723526E+00 -0.25019201E+01
  0.10848218E+00 -0.25006136E+01
  0.10972910E+00 -0.24992965E+01
  0.11097602E+00 -0.24979688E+01
  0.11222294E+00 -0.24966307E+01
  0.11346986E+00 -0.24952822E+01
  0.11471678E+00 -0.24939234E+01
  0.11596371E+00 -0.24925544E+01
  0.11721063E+00 -0.24911754E+01
  0.11845755E+00 -0.24897863E+01
  0.11970447E+00 -0.24883873E+01
  0.12095139E+00 -0.24869784E+01
  0.12219831E+00 -0.24855597E+01
  0.12344524E+00 -0.24841314E+01
  0.12469216E+00 -0.24826934E+01
  0.12593908E+00 -0.24812459E+01
  0.12718600E+00 -0.24797890E+01
  0.12843292E+00 -0.24783226E+01
  0.12967984E+00 -0.24768470E+01
  0.13092677E+00 -0.24753621E+01
  0.13217369E+00 -0.24738681E+01
  0.13342061E+00 -0.24723650E+01
  0.13466753E+00 -0.24708528E+01
  0.13591445E+00 -0.24693317E+01
  0.13716137E+00 -0.24678018E+01
  0.13840829E+00 -0.24662630E+01
  0.13965522E+00 -0.24647155E+01
  0.14090214E+00 -0.24631594E+01
  0.14214906E+00 -0.24615946E+01
  0.14339598E+00 -0.24600213E+01
  0.14464290E+00 -0.24584396E+01
  0.14588982E+00 -0.24568494E+01
  0.14713675E+00 -0.24552509E+01
  0.14838367E+00 -0.24536442E+01
  0.14963059E+00 -0.24520292E+01
  0.15087751E+00 -0.24504061E+01
  0.15212443E+00 -0.24487750E+01
  0.15337135E+00 -0.24471358E+01
  0.15461827E+00 -0.24454887E+01
  0.15586520E+00 -0.24438336E+01
  0.15711212E+00 -0.24421708E+01
  0.15835904E+00 -0.24405002E+01
  0.15960596E+00 -0.24388220E+01
  0.16085288E+00 -0.24371361E+01
  0.16209980E+00 -0.24354426E+01
  0.16334673E+00 -0.24337416E+01
  0.16459365E+00 -0.24320332E+01
  0.16584057E+00 -0.24303175E+01
  0.16708749E+00 -0.24285944E+01
  0.16833441E+00 -0.24268640E+01
  0.16958133E+00 -0.24251265E+01
  0.17082826E+00 -0.24233819E+01
  0.17207518E+00 -0.24216303E+01
  0.17332210E+00 -0.24198716E+01
  0.17456902E+00 -0.24181060E+01
  0.17581594E+00 -0.24163336E+01
  0.17706286E+00 -0.24145544E+01
  0.17830978E+00 -0.24127685E+01
  0.17955671E+00 -0.24109759E+01
  0.18080363E+00 -0.24091768E+01
  0.18205055E+00 -0.24073711E+01
  0.18329747E+00 -0.24055590E+01
  0.18454439E+00 -0.24037405E+01
  0.18579131E+00 -0.24019157E+01
  0.18703824E+00 -0.24000847E+01
  0.18828516E+00 -0.23982475E+01
  0.18953208E+00 -0.23964042E+01
  0.19077900E+00 -0.23945550E+01
  0.19202592E+00 -0.23926997E+01
  0.19327284E+00 -0.23908386E+01
  0.19451977E+00 -0.23889717E+01
  0.19576669E+00 -0.23870991E+01
  0.19701361E+00 -0.23852208E+01
  0.19826053E+00 -0.23833369E+01
  0.19950745E+00 -0.23814476E+01
  0.20075437E+00 -0.23795528E+01
  0.20200129E+00 -0.23776527E+01
  0.20324822E+00 -0.23757474E+01
  0.20449514E+00 -0.23738368E+01
  0.20574206E+00 -0.23719212E+01
  0.20698898E+00 -0.23700005E+01
  0.20823590E+00 -0.23680749E+01
  0.20948282E+00 -0.23661444E+01
  0.21072975E+00 -0.23642091E+01
  0.21197667E+00 -0.23622692E+01
  0.21322359E+00 -0.23603246E+01
  0.21447051E+00 -0.23583755E+01
  0.21571743E+00 -0.23564219E+01
  0.21696435E+00 -0.23544640E+01
  0.21821128E+00 -0.23525018E+01
